datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2015-01-11,overcast clouds,light rain,broken clouds,light rain,scattered clouds,overcast clouds,scattered clouds,scattered clouds,few clouds,few clouds,light rain,overcast clouds,light rain,sky is clear,scattered clouds,sky is clear,light snow,sky is clear,few clouds,sky is clear,scattered clouds,scattered clouds,sky is clear,few clouds,sky is clear,few clouds,sky is clear,sky is clear,scattered clouds,sky is clear,moderate rain,heavy intensity rain,sky is clear,heavy intensity rain,heavy intensity rain,moderate rain
2015-01-12,overcast clouds,light rain,sky is clear,light rain,heavy intensity rain,moderate rain,light rain,scattered clouds,sky is clear,snow,moderate rain,heavy intensity rain,heavy intensity rain,light rain,scattered clouds,moderate rain,snow,overcast clouds,light rain,light rain,light snow,light rain,light rain,light rain,broken clouds,broken clouds,scattered clouds,scattered clouds,broken clouds,scattered clouds,light rain,sky is clear,scattered clouds,sky is clear,sky is clear,heavy intensity rain
2015-01-13,broken clouds,light rain,sky is clear,sky is clear,sky is clear,moderate rain,light rain,light rain,overcast clouds,scattered clouds,broken clouds,overcast clouds,scattered clouds,light rain,sky is clear,moderate rain,sky is clear,overcast clouds,moderate rain,light rain,few clouds,heavy intensity rain,heavy intensity rain,moderate rain,moderate rain,snow,light rain,broken clouds,broken clouds,light rain,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear
2015-01-14,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,sky is clear,sky is clear,overcast clouds,light snow,broken clouds,broken clouds,broken clouds,sky is clear,scattered clouds,sky is clear,sky is clear,overcast clouds,sky is clear,light rain,sky is clear,overcast clouds,light rain,light rain,scattered clouds,sky is clear,light rain,sky is clear,sky is clear,light rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,scattered clouds
2015-01-15,sky is clear,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,snow,light snow,overcast clouds,overcast clouds,light rain,sky is clear,broken clouds,broken clouds,scattered clouds,few clouds,few clouds,light rain,scattered clouds,light rain,light rain,light rain,broken clouds,sky is clear,broken clouds,broken clouds,sky is clear,broken clouds,few clouds,broken clouds,sky is clear,broken clouds,moderate rain,light rain
2015-01-16,moderate rain,light rain,scattered clouds,light rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,scattered clouds,sky is clear,light rain,sky is clear,scattered clouds,sky is clear,sky is clear,few clouds,sky is clear,broken clouds,scattered clouds,light rain,overcast clouds,light rain,scattered clouds,light snow,sky is clear,sky is clear,broken clouds,snow,sky is clear,overcast clouds,sky is clear,overcast clouds,light rain,light rain
2015-01-17,sky is clear,heavy intensity rain,scattered clouds,heavy intensity rain,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,scattered clouds,sky is clear,few clouds,sky is clear,sky is clear,broken clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light rain,sky is clear,light rain,light snow,light snow,sky is clear,scattered clouds,sky is clear,few clouds,few clouds,overcast clouds,sky is clear,overcast clouds,overcast clouds,heavy intensity rain
2015-01-18,overcast clouds,moderate rain,broken clouds,moderate rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,overcast clouds,sky is clear,broken clouds,sky is clear,scattered clouds,few clouds,broken clouds,few clouds,scattered clouds,sky is clear,broken clouds,broken clouds,few clouds,sky is clear,sky is clear,broken clouds,scattered clouds,few clouds,broken clouds,sky is clear,few clouds,sky is clear,sky is clear,sky is clear,scattered clouds,light rain
2015-01-19,scattered clouds,light rain,broken clouds,broken clouds,sky is clear,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light snow,sky is clear,light rain,sky is clear,light rain,sky is clear,sky is clear,scattered clouds,overcast clouds,light rain,heavy intensity rain,moderate rain,overcast clouds,moderate rain,broken clouds,sky is clear,broken clouds,sky is clear,sky is clear,scattered clouds
2015-01-20,sky is clear,moderate rain,scattered clouds,scattered clouds,few clouds,few clouds,few clouds,sky is clear,scattered clouds,scattered clouds,sky is clear,sky is clear,few clouds,sky is clear,broken clouds,sky is clear,overcast clouds,few clouds,few clouds,broken clouds,broken clouds,sky is clear,few clouds,scattered clouds,light snow,few clouds,scattered clouds,sky is clear,scattered clouds,moderate rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear
2015-01-21,few clouds,sky is clear,sky is clear,sky is clear,broken clouds,few clouds,overcast clouds,broken clouds,few clouds,light snow,sky is clear,sky is clear,sky is clear,scattered clouds,light snow,broken clouds,light snow,overcast clouds,scattered clouds,scattered clouds,light snow,sky is clear,scattered clouds,broken clouds,light snow,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear
2015-01-22,overcast clouds,broken clouds,sky is clear,broken clouds,sky is clear,sky is clear,sky is clear,sky is clear,snow,light snow,light rain,light rain,overcast clouds,sky is clear,broken clouds,sky is clear,light snow,few clouds,broken clouds,sky is clear,overcast clouds,light rain,sky is clear,moderate rain,light rain,scattered clouds,overcast clouds,broken clouds,sky is clear,broken clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear
2015-01-23,light rain,light rain,sky is clear,light rain,broken clouds,few clouds,sky is clear,sky is clear,snow,sky is clear,overcast clouds,light rain,light rain,sky is clear,few clouds,scattered clouds,scattered clouds,broken clouds,light snow,broken clouds,broken clouds,broken clouds,scattered clouds,few clouds,snow,scattered clouds,light snow,sky is clear,sky is clear,light snow,broken clouds,scattered clouds,scattered clouds,scattered clouds,scattered clouds,scattered clouds
2015-01-24,moderate rain,light rain,sky is clear,light rain,sky is clear,sky is clear,sky is clear,scattered clouds,sky is clear,sky is clear,moderate rain,light rain,moderate rain,few clouds,sky is clear,sky is clear,scattered clouds,light rain,broken clouds,light rain,sky is clear,moderate rain,light rain,scattered clouds,light snow,sky is clear,light snow,broken clouds,overcast clouds,sky is clear,scattered clouds,sky is clear,broken clouds,sky is clear,sky is clear,scattered clouds
2015-01-25,light rain,light rain,sky is clear,heavy intensity rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,broken clouds,overcast clouds,few clouds,scattered clouds,snow,few clouds,light rain,broken clouds,heavy intensity rain,moderate rain,light rain,light snow,broken clouds,moderate rain,light rain,broken clouds,light rain,broken clouds,sky is clear,broken clouds,sky is clear,sky is clear,scattered clouds
2015-01-26,overcast clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light rain,light snow,overcast clouds,snow,light rain,moderate rain,few clouds,light snow,few clouds,scattered clouds,sky is clear,snow,light snow,broken clouds,sky is clear,sky is clear,sky is clear,broken clouds,broken clouds,overcast clouds,broken clouds,broken clouds,broken clouds
2015-01-27,sky is clear,scattered clouds,broken clouds,sky is clear,light rain,light rain,broken clouds,overcast clouds,scattered clouds,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,snow,light snow,light snow,light rain,light snow,sky is clear,few clouds,moderate rain,scattered clouds,light rain,light rain,broken clouds,light snow,light snow,sky is clear,snow,overcast clouds,broken clouds,broken clouds,scattered clouds,sky is clear,overcast clouds
2015-01-28,overcast clouds,overcast clouds,broken clouds,overcast clouds,moderate rain,moderate rain,moderate rain,moderate rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light snow,few clouds,light snow,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,light snow,light snow,scattered clouds,overcast clouds,broken clouds,snow,moderate rain,broken clouds,broken clouds,broken clouds,broken clouds,broken clouds
2015-01-29,light rain,moderate rain,few clouds,scattered clouds,broken clouds,overcast clouds,scattered clouds,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,broken clouds,few clouds,broken clouds,sky is clear,scattered clouds,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light rain,light rain,moderate rain,broken clouds,broken clouds,light rain
2015-01-30,sky is clear,few clouds,sky is clear,sky is clear,overcast clouds,overcast clouds,overcast clouds,overcast clouds,broken clouds,few clouds,few clouds,broken clouds,few clouds,sky is clear,sky is clear,broken clouds,light rain,broken clouds,light rain,broken clouds,snow,scattered clouds,scattered clouds,sky is clear,light rain,light snow,light snow,overcast clouds,overcast clouds,sky is clear,sky is clear,few clouds,sky is clear,few clouds,scattered clouds,sky is clear
2015-01-31,sky is clear,sky is clear,sky is clear,sky is clear,light rain,scattered clouds,light rain,heavy intensity rain,light rain,broken clouds,broken clouds,scattered clouds,scattered clouds,broken clouds,sky is clear,few clouds,few clouds,sky is clear,sky is clear,sky is clear,few clouds,sky is clear,sky is clear,sky is clear,light rain,light snow,snow,few clouds,overcast clouds,light rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear
2015-02-01,broken clouds,scattered clouds,sky is clear,broken clouds,sky is clear,few clouds,light rain,moderate rain,scattered clouds,broken clouds,light rain,light rain,light rain,light rain,broken clouds,overcast clouds,light snow,overcast clouds,light rain,broken clouds,scattered clouds,sky is clear,few clouds,few clouds,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear
2015-02-02,light rain,light rain,broken clouds,moderate rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,snow,light rain,heavy intensity rain,broken clouds,heavy intensity rain,light snow,light rain,light snow,light rain,light rain,light rain,snow,scattered clouds,overcast clouds,broken clouds,moderate rain,snow,light snow,light snow,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear
2015-02-03,light rain,heavy intensity rain,broken clouds,moderate rain,sky is clear,sky is clear,few clouds,sky is clear,sky is clear,sky is clear,broken clouds,scattered clouds,broken clouds,light snow,scattered clouds,light snow,sky is clear,light rain,light snow,moderate rain,sky is clear,moderate rain,moderate rain,few clouds,heavy intensity rain,sky is clear,heavy intensity rain,light rain,sky is clear,light rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear
2015-02-04,light rain,moderate rain,few clouds,overcast clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light rain,scattered clouds,light rain,sky is clear,broken clouds,sky is clear,snow,sky is clear,few clouds,scattered clouds,light snow,scattered clouds,few clouds,few clouds,few clouds,broken clouds,sky is clear,sky is clear,few clouds,sky is clear,overcast clouds,sky is clear,sky is clear,sky is clear,light rain,sky is clear
2015-02-05,light rain,moderate rain,scattered clouds,light rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light snow,light rain,scattered clouds,moderate rain,snow,sky is clear,light snow,sky is clear,scattered clouds,light rain,broken clouds,sky is clear,light rain,scattered clouds,broken clouds,light rain,light snow,scattered clouds,sky is clear,overcast clouds,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear
2015-02-06,light rain,light rain,overcast clouds,light rain,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,sky is clear,light rain,light rain,sky is clear,sky is clear,sky is clear,sky is clear,light snow,light snow,sky is clear,sky is clear,heavy intensity rain,sky is clear,broken clouds,snow,few clouds,light snow,sky is clear,sky is clear,light rain,overcast clouds,broken clouds,scattered clouds,broken clouds,sky is clear,scattered clouds
2015-02-07,light rain,light rain,moderate rain,broken clouds,sky is clear,sky is clear,few clouds,sky is clear,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,sky is clear,sky is clear,sky is clear,few clouds,sky is clear,sky is clear,sky is clear,few clouds,scattered clouds,few clouds,snow,sky is clear,sky is clear,broken clouds,sky is clear,broken clouds,broken clouds,scattered clouds,broken clouds,scattered clouds,scattered clouds
2015-02-08,light rain,light rain,light rain,light rain,scattered clouds,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,sky is clear,broken clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,scattered clouds,light snow,scattered clouds,scattered clouds,few clouds,light snow,light rain,broken clouds,sky is clear,broken clouds,light rain,light rain
2015-02-09,scattered clouds,light rain,light rain,light rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,overcast clouds,few clouds,sky is clear,overcast clouds,broken clouds,few clouds,light snow,sky is clear,sky is clear,sky is clear,light rain,light snow,broken clouds,broken clouds,overcast clouds,snow,sky is clear,overcast clouds,sky is clear,overcast clouds,light rain,light rain
2015-02-10,light rain,moderate rain,light rain,light rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,broken clouds,scattered clouds,broken clouds,light rain,sky is clear,light rain,light rain,moderate rain,light rain,broken clouds,light rain,overcast clouds,overcast clouds,light rain,sky is clear,sky is clear,sky is clear,sky is clear,broken clouds,sky is clear
2015-02-11,light rain,heavy intensity rain,sky is clear,light rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,overcast clouds,sky is clear,sky is clear,sky is clear,few clouds,light snow,sky is clear,broken clouds,sky is clear,sky is clear,sky is clear,sky is clear,scattered clouds,light rain,moderate rain,light snow,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,overcast clouds,sky is clear,overcast clouds,moderate rain,sky is clear
2015-02-12,overcast clouds,scattered clouds,scattered clouds,broken clouds,sky is clear,sky is clear,sky is clear,sky is clear,moderate rain,light rain,sky is clear,sky is clear,sky is clear,sky is clear,light snow,sky is clear,few clouds,sky is clear,broken clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,broken clouds,light snow,few clouds,scattered clouds,broken clouds,sky is clear,few clouds,moderate rain,sky is clear,moderate rain,heavy intensity rain,light rain
2015-02-13,light rain,few clouds,scattered clouds,overcast clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,overcast clouds,sky is clear,sky is clear,broken clouds,light snow,scattered clouds,few clouds,few clouds,light snow,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,broken clouds,scattered clouds,few clouds,sky is clear,broken clouds,light snow,sky is clear,light rain,sky is clear,light rain,moderate rain,few clouds
2015-02-14,overcast clouds,broken clouds,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,sky is clear,sky is clear,few clouds,light snow,scattered clouds,overcast clouds,few clouds,scattered clouds,sky is clear,light snow,few clouds,sky is clear,sky is clear,scattered clouds,light snow,sky is clear,sky is clear,sky is clear,sky is clear,light rain,light rain,sky is clear,moderate rain,light rain,light rain
2015-02-15,sky is clear,few clouds,sky is clear,light rain,sky is clear,sky is clear,sky is clear,broken clouds,sky is clear,broken clouds,few clouds,sky is clear,sky is clear,scattered clouds,few clouds,light snow,sky is clear,scattered clouds,light snow,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,light snow,light snow,snow,scattered clouds,overcast clouds,snow,broken clouds,broken clouds,few clouds,broken clouds,few clouds,light rain
2015-02-16,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,light snow,broken clouds,overcast clouds,broken clouds,light snow,broken clouds,light snow,broken clouds,scattered clouds,scattered clouds,scattered clouds,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light snow,scattered clouds,sky is clear,light rain,light rain,light rain,broken clouds,light rain,light rain
2015-02-17,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,broken clouds,light snow,overcast clouds,moderate rain,light rain,snow,light snow,scattered clouds,scattered clouds,sky is clear,snow,moderate rain,sky is clear,broken clouds,snow,few clouds,light snow,scattered clouds,light snow,scattered clouds,sky is clear,sky is clear,sky is clear,broken clouds,few clouds,broken clouds,overcast clouds,light rain
2015-02-18,few clouds,sky is clear,sky is clear,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,few clouds,sky is clear,scattered clouds,light rain,light snow,light snow,light snow,scattered clouds,sky is clear,broken clouds,heavy intensity rain,light snow,light rain,broken clouds,scattered clouds,sky is clear,few clouds,sky is clear,sky is clear,broken clouds,sky is clear,sky is clear,broken clouds,sky is clear,broken clouds,light rain,scattered clouds
2015-02-19,sky is clear,broken clouds,sky is clear,scattered clouds,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light snow,sky is clear,sky is clear,sky is clear,scattered clouds,sky is clear,sky is clear,light rain,scattered clouds,moderate rain,light snow,light snow,few clouds,broken clouds,broken clouds,light snow,broken clouds,broken clouds,sky is clear,broken clouds,overcast clouds,light rain
2015-02-20,broken clouds,light rain,few clouds,light rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,broken clouds,few clouds,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,scattered clouds,sky is clear,few clouds,few clouds,broken clouds,sky is clear,light rain,light rain,sky is clear,light rain,light rain,moderate rain
2015-02-21,broken clouds,light rain,sky is clear,light rain,broken clouds,broken clouds,few clouds,scattered clouds,scattered clouds,broken clouds,sky is clear,broken clouds,overcast clouds,light rain,overcast clouds,overcast clouds,sky is clear,light snow,overcast clouds,sky is clear,sky is clear,sky is clear,sky is clear,broken clouds,few clouds,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,moderate rain,moderate rain,broken clouds,light rain,light rain,moderate rain
2015-02-22,sky is clear,sky is clear,sky is clear,light rain,scattered clouds,scattered clouds,sky is clear,few clouds,few clouds,snow,sky is clear,sky is clear,broken clouds,moderate rain,light snow,few clouds,scattered clouds,light rain,sky is clear,light rain,sky is clear,scattered clouds,broken clouds,scattered clouds,light rain,scattered clouds,snow,overcast clouds,broken clouds,light rain,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,heavy intensity rain
2015-02-23,sky is clear,sky is clear,sky is clear,sky is clear,light rain,light rain,broken clouds,scattered clouds,light rain,light snow,light rain,light rain,light rain,light snow,sky is clear,broken clouds,sky is clear,light rain,sky is clear,light rain,sky is clear,sky is clear,light rain,sky is clear,light rain,scattered clouds,moderate rain,scattered clouds,overcast clouds,moderate rain,broken clouds,broken clouds,few clouds,broken clouds,broken clouds,broken clouds
2015-02-24,sky is clear,sky is clear,sky is clear,sky is clear,light rain,moderate rain,moderate rain,scattered clouds,broken clouds,sky is clear,light rain,light rain,light rain,scattered clouds,broken clouds,scattered clouds,sky is clear,broken clouds,sky is clear,moderate rain,sky is clear,overcast clouds,moderate rain,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,overcast clouds,broken clouds,overcast clouds,broken clouds,overcast clouds,overcast clouds
2015-02-25,sky is clear,few clouds,sky is clear,sky is clear,light rain,sky is clear,sky is clear,sky is clear,light snow,sky is clear,scattered clouds,broken clouds,light rain,sky is clear,light snow,sky is clear,sky is clear,sky is clear,sky is clear,moderate rain,sky is clear,overcast clouds,light snow,sky is clear,scattered clouds,light snow,sky is clear,scattered clouds,scattered clouds,sky is clear,light rain,light rain,broken clouds,light rain,light rain,light rain
2015-02-26,light rain,light rain,sky is clear,overcast clouds,sky is clear,sky is clear,sky is clear,sky is clear,light snow,snow,sky is clear,snow,moderate rain,scattered clouds,light snow,few clouds,light snow,light snow,light snow,moderate rain,sky is clear,overcast clouds,snow,sky is clear,scattered clouds,few clouds,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear
2015-02-27,light rain,light rain,sky is clear,light rain,sky is clear,sky is clear,sky is clear,sky is clear,light rain,light snow,sky is clear,broken clouds,sky is clear,light snow,sky is clear,snow,sky is clear,few clouds,broken clouds,moderate rain,sky is clear,moderate rain,heavy snow,few clouds,light snow,broken clouds,broken clouds,broken clouds,sky is clear,sky is clear,broken clouds,broken clouds,few clouds,broken clouds,scattered clouds,broken clouds
2015-02-28,broken clouds,overcast clouds,few clouds,light rain,few clouds,scattered clouds,few clouds,sky is clear,light snow,light snow,light rain,light snow,sky is clear,broken clouds,sky is clear,broken clouds,sky is clear,scattered clouds,few clouds,sky is clear,sky is clear,overcast clouds,sky is clear,light rain,scattered clouds,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,broken clouds,sky is clear,sky is clear,sky is clear
2015-03-01,sky is clear,sky is clear,scattered clouds,sky is clear,broken clouds,moderate rain,sky is clear,broken clouds,sky is clear,light snow,light rain,overcast clouds,light rain,light snow,scattered clouds,snow,light snow,few clouds,snow,few clouds,sky is clear,light rain,scattered clouds,light rain,few clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,overcast clouds,sky is clear
2015-03-02,broken clouds,scattered clouds,sky is clear,broken clouds,light rain,moderate rain,light rain,moderate rain,sky is clear,light snow,light rain,light rain,heavy intensity rain,snow,light snow,sky is clear,sky is clear,light rain,sky is clear,light rain,sky is clear,moderate rain,few clouds,sky is clear,light rain,broken clouds,overcast clouds,overcast clouds,overcast clouds,snow,few clouds,broken clouds,broken clouds,broken clouds,light rain,light rain
2015-03-03,sky is clear,sky is clear,scattered clouds,sky is clear,heavy intensity rain,broken clouds,moderate rain,moderate rain,overcast clouds,sky is clear,overcast clouds,light rain,light rain,overcast clouds,scattered clouds,broken clouds,sky is clear,moderate rain,sky is clear,light rain,sky is clear,sky is clear,broken clouds,sky is clear,light rain,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,broken clouds,few clouds,few clouds,few clouds,overcast clouds,light rain
2015-03-04,few clouds,sky is clear,few clouds,sky is clear,sky is clear,sky is clear,few clouds,moderate rain,light rain,light snow,light rain,light rain,light rain,light rain,scattered clouds,light rain,sky is clear,moderate rain,light rain,moderate rain,sky is clear,sky is clear,light rain,sky is clear,moderate rain,light snow,light rain,overcast clouds,overcast clouds,snow,few clouds,overcast clouds,sky is clear,overcast clouds,light rain,light rain
2015-03-05,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light rain,overcast clouds,light rain,light snow,sky is clear,moderate rain,sky is clear,light rain,moderate rain,light rain,sky is clear,few clouds,light rain,sky is clear,heavy intensity rain,light snow,light rain,overcast clouds,light snow,light rain,few clouds,light rain,sky is clear,overcast clouds,broken clouds,light rain
